ID,L1,L2,L3,N1,N2,N3,LA,NA
C1083,0.2363516,0.372132,0.3915237,0.2363516,0.372132,0.3915237,263.6277329,247.177284
C1085,0.4366016,0.426308,0.1371056,0.4366016,0.426308,0.1371056,263.2896707,248.3216899
C1087,0.3737986,0.378248,0.2479483,0.3737986,0.378248,0.2479483,262.8653922,248.312173
C1089,0.1761747,0.289024,0.5348127,0.1761747,0.289024,0.5348127,263.9285991,247.0660544
C1091,0.3195892,0.432292,0.2481119,0.3195892,0.432292,0.2481119,262.430726,248.9530072
C1093,0.2463385,0.3962503,0.3574122,0.2463385,0.3962503,0.3574122,262.8773084,248.1683797
C1095,0.2797243,0.370375,0.3499012,0.2797243,0.370375,0.3499012,262.3866678,246.7483304
C1097,0.2527212,0.376966,0.3703042,0.2527212,0.376966,0.3703042,263.835086,248.0088027
C1099,0.3444753,0.465312,0.1902291,0.3444753,0.465312,0.1902291,261.8953856,248.8021365
C11001,0.2203013,0.2618873,0.517811,0.2203013,0.2618873,0.517811,262.6650067,249.2962055
C1101,0.2817823,0.330747,0.3874575,0.2817823,0.330747,0.3874575,262.8421021,248.3959183
C1103,0.2428034,0.357468,0.3997239,0.2428034,0.357468,0.3997239,263.3825232,249.2144197
C1105,0.4163519,0.434418,0.1492283,0.4163519,0.434418,0.1492283,262.1098251,247.2593615
C1107,0.3087986,0.431942,0.2592463,0.3087986,0.431942,0.2592463,263.5403975,247.3733919
C1109,0.2974177,0.381865,0.3207077,0.2974177,0.381865,0.3207077,264.7642596,248.1835651
C1111,0.311694,0.408928,0.2793907,0.311694,0.408928,0.2793907,262.6172463,248.9544007
C1113,0.3005091,0.370464,0.3290246,0.3005091,0.370464,0.3290246,263.3361737,248.7224784
C1115,0.2207542,0.4019,0.3773434,0.2207542,0.4019,0.3773434,263.0590727,248.1785219
C1117,0.1425008,0.288643,0.5688575,0.1425008,0.288643,0.5688575,262.8255263,247.8236705
C1119,0.3519637,0.446404,0.2016298,0.3519637,0.446404,0.2016298,261.2692046,248.9525564
C1121,0.2909652,0.402826,0.3062083,0.2909652,0.402826,0.3062083,263.3875334,249.5293343
C1123,0.3115302,0.399275,0.289188,0.3115302,0.399275,0.289188,262.952648,247.1912073
C1125,0.2133069,0.358447,0.4282444,0.2133069,0.358447,0.4282444,262.0636999,247.5365198
C1127,0.273014,0.406059,0.3209182,0.273014,0.406059,0.3209182,263.3874311,248.3106832
C1129,0.3097653,0.471532,0.2187196,0.3097653,0.471532,0.2187196,263.3180356,248.0144096
C1131,0.4155017,0.47085,0.1136434,0.4155017,0.47085,0.1136434,262.3390939,247.812601
C1133,0.2860198,0.39291,0.3210547,0.2860198,0.39291,0.3210547,262.2585434,248.2146805
C12001,0.1745246,0.289868,0.5355872,0.1745246,0.289868,0.5355872,262.47335,248.4938295
C12003,0.2508814,0.438781,0.3103283,0.2508814,0.438781,0.3103283,262.7852347,245.9279793
C12005,0.1795073,0.356675,0.4638155,0.1795073,0.356675,0.4638155,263.3134801,248.7913827
C12007,0.3002527,0.398241,0.301499,0.3002527,0.398241,0.301499,262.0147408,247.0898218
C12009,0.1650623,0.340508,0.4944098,0.1650623,0.340508,0.4944098,263.2723022,248.0915746
C12011,0.2455371,0.3366865,0.4177772,0.2455371,0.3366865,0.4177772,262.5768129,247.1199095
C12013,0.2877903,0.434076,0.2781268,0.2877903,0.434076,0.2781268,263.1366862,248.4278283
C12015,0.1688295,0.381785,0.449389,0.1688295,0.381785,0.449389,263.3236625,247.4970613
C12017,0.2012424,0.405523,0.3932327,0.2012424,0.405523,0.3932327,262.5482799,247.450466
C12019,0.1604572,0.355318,0.4842388,0.1604572,0.355318,0.4842388,261.7314152,248.5704683
C12021,0.2254161,0.323454,0.4511137,0.2254161,0.323454,0.4511137,262.7201464,247.4732405
C12023,0.2326528,0.397837,0.3695067,0.2326528,0.397837,0.3695067,264.1347213,248.5581473
C12027,0.4060644,0.432703,0.1612444,0.4060644,0.432703,0.1612444,263.0968806,248.5495291
C12029,0.2937832,0.453171,0.253066,0.2937832,0.453171,0.253066,263.3529988,247.4858941
C12031,0.2144717,0.339528,0.4459878,0.2144717,0.339528,0.4459878,262.5038762,248.5516844
C12033,0.1824026,0.340626,0.4769739,0.1824026,0.340626,0.4769739,262.8237381,247.9523469
C12035,0.1751188,0.373634,0.4512528,0.1751188,0.373634,0.4512528,263.3674802,247.9864308
C12037,0.2792826,0.400838,0.3198814,0.2792826,0.400838,0.3198814,264.1278009,247.207956
C12039,0.3671244,0.398752,0.2341231,0.3671244,0.398752,0.2341231,263.5126791,246.7991035
C12041,0.2552122,0.421497,0.323286,0.2552122,0.421497,0.323286,263.2970262,248.7187915
C12043,0.351037,0.457866,0.191103,0.351037,0.457866,0.191103,263.2526681,248.7412005
C12045,0.2506208,0.399644,0.3497426,0.2506208,0.399644,0.3497426,262.7618881,247.5558543
C12047,0.3741351,0.425034,0.2008425,0.3741351,0.425034,0.2008425,263.3403182,248.3435972
C12049,0.435404,0.42803,0.1365699,0.435404,0.42803,0.1365699,262.2555858,247.8867301
C12051,0.481574,0.37241,0.1460264,0.481574,0.37241,0.1460264,263.6607609,248.4235719
C12053,0.2064707,0.398178,0.3953489,0.2064707,0.398178,0.3953489,262.7639993,248.2385539
C12055,0.2568098,0.400146,0.3430419,0.2568098,0.400146,0.3430419,262.9518287,248.9052848
C12057,0.2340243,0.3249461,0.4410325,0.2340243,0.3249461,0.4410325,262.9655247,247.458521
C12059,0.2902765,0.414495,0.2952327,0.2902765,0.414495,0.2952327,262.7393864,248.4651802
C12061,0.1982492,0.353125,0.4486247,0.1982492,0.353125,0.4486247,262.1144156,247.948741
C12063,0.3045895,0.402168,0.2932389,0.3045895,0.402168,0.2932389,262.7093543,248.119316
C12065,0.2989868,0.384249,0.3167593,0.2989868,0.384249,0.3167593,262.3533735,249.2654636
C12067,0.327067,0.416673,0.2562581,0.327067,0.416673,0.2562581,262.0362186,248.7678496
C12069,0.2041957,0.376719,0.4190989,0.2041957,0.376719,0.4190989,263.3205213,249.3888567
C12071,0.2157866,0.355327,0.4288769,0.2157866,0.355327,0.4288769,261.8587601,247.2371078
C12073,0.184609,0.270903,0.54448,0.184609,0.270903,0.54448,263.1214661,248.4852202
C12075,0.269642,0.433841,0.2965224,0.269642,0.433841,0.2965224,262.1610991,247.06121
C12077,0.2971884,0.477318,0.2254987,0.2971884,0.477318,0.2254987,262.6220826,248.0435911
C12079,0.3095286,0.419034,0.2714459,0.3095286,0.419034,0.2714459,263.6685058,248.0889991
C12081,0.1947794,0.355515,0.4496981,0.1947794,0.355515,0.4496981,262.8824774,247.6924851
C12083,0.2317113,0.401475,0.366815,0.2317113,0.401475,0.366815,263.3940872,247.4350399
C12085,0.1681841,0.321046,0.5107793,0.1681841,0.321046,0.5107793,262.4135266,247.9275418
C12086,0.3715133,0.3309368,0.2975505,0.3715133,0.3309368,0.2975505,262.6551042,248.9169914
C12087,0.1814969,0.336471,0.4820205,0.1814969,0.336471,0.4820205,262.293486,247.890433
C12089,0.1588246,0.385655,0.4555182,0.1588246,0.385655,0.4555182,263.5481254,247.6162644
C12091,0.153655,0.318829,0.5275166,0.153655,0.318829,0.5275166,263.0242516,248.0321936
C12093,0.3734643,0.414669,0.2118604,0.3734643,0.414669,0.2118604,262.5420334,248.6857489
C12095,0.2432899,0.3158185,0.440892,0.2432899,0.3158185,0.440892,264.2257567,249.3237723
C12097,0.2962566,0.366038,0.337674,0.2962566,0.366038,0.337674,264.0536138,248.7025791
C12099,0.2172762,0.316782,0.4659384,0.2172762,0.316782,0.4659384,262.8979745,248.3128862
C12101,0.1912494,0.372424,0.436321,0.1912494,0.372424,0.436321,263.7083011,248.3806402
C12103,0.171362,0.3468269,0.4818126,0.171362,0.3468269,0.4818126,262.9982949,247.1355895
C12105,0.2618146,0.394173,0.3440167,0.2618146,0.394173,0.3440167,263.9003396,248.4285765
C12107,0.3179396,0.4161,0.2659716,0.3179396,0.4161,0.2659716,264.001028,249.183377
C12109,0.106832,0.287522,0.6056449,0.106832,0.287522,0.6056449,264.0002634,248.6581937
C12111,0.2504755,0.375535,0.3739927,0.2504755,0.375535,0.3739927,262.7363337,248.3511117
C12113,0.1572556,0.332224,0.5105115,0.1572556,0.332224,0.5105115,263.5951599,248.858204
C12115,0.137811,0.34783,0.5143605,0.137811,0.34783,0.5143605,262.7327922,248.592236
C12117,0.1584232,0.297801,0.5437778,0.1584232,0.297801,0.5437778,262.268473,247.29139
C12119,0.1571438,0.35457,0.4882876,0.1571438,0.35457,0.4882876,262.4430371,248.8359977
C12121,0.298391,0.429503,0.272107,0.298391,0.429503,0.272107,263.7878709,247.5339748
C12123,0.2889121,0.441793,0.2692919,0.2889121,0.441793,0.2692919,263.1945912,248.1422912
C12125,0.3397306,0.431914,0.2283573,0.3397306,0.431914,0.2283573,264.004809,249.7934518
C12127,0.1990957,0.3780406,0.4228639,0.1990957,0.3780406,0.4228639,263.3214704,246.9491458
C12129,0.2020937,0.405734,0.3921552,0.2020937,0.405734,0.3921552,262.685196,247.3959725
C12131,0.2056848,0.329981,0.4643253,0.2056848,0.329981,0.4643253,262.6428564,247.6760296
C12133,0.2809429,0.442367,0.2766949,0.2809429,0.442367,0.2766949,263.2512539,248.8547673
C13001,0.3143588,0.449622,0.2360302,0.3143588,0.449622,0.2360302,263.0977484,247.7574315
C13003,0.4187587,0.447355,0.1338914,0.4187587,0.447355,0.1338914,263.474066,247.3728944
C13005,0.2769309,0.448888,0.2741786,0.2769309,0.448888,0.2741786,263.8103549,248.6089552
C13007,0.3228017,0.458925,0.2182578,0.3228017,0.458925,0.2182578,262.0281322,248.5410802
C13009,0.3102451,0.421243,0.2685087,0.3102451,0.421243,0.2685087,263.0943663,248.1377398
C13011,0.2780395,0.464409,0.2575473,0.2780395,0.464409,0.2575473,263.3899059,248.211777
C13013,0.2386776,0.395869,0.3654592,0.2386776,0.395869,0.3654592,261.9175376,248.4772909
C13015,0.2408788,0.401693,0.3574288,0.2408788,0.401693,0.3574288,263.5502754,248.1864611
C13017,0.3383919,0.460593,0.2010096,0.3383919,0.460593,0.2010096,262.6620179,247.7878965
C13019,0.2689011,0.430418,0.3006931,0.2689011,0.430418,0.3006931,262.9950613,248.7674308
C13021,0.2919314,0.3938776,0.3141921,0.2919314,0.3938776,0.3141921,262.4294543,249.0420576
C13023,0.2464561,0.454951,0.2985715,0.2464561,0.454951,0.2985715,263.2765424,247.3043511
C13025,0.257777,0.477719,0.2645104,0.257777,0.477719,0.2645104,263.1311655,247.8352949
C13027,0.3170313,0.434859,0.2481154,0.3170313,0.434859,0.2481154,262.8142242,247.2056938
C13029,0.1634159,0.333724,0.502842,0.1634159,0.333724,0.502842,264.3776332,248.096103
C13031,0.245052,0.349289,0.4056649,0.245052,0.349289,0.4056649,262.1721407,248.6478637
C13033,0.3616983,0.434888,0.203408,0.3616983,0.434888,0.203408,262.9394244,248.3467893
C13035,0.320797,0.4807804,0.1984228,0.320797,0.4807804,0.1984228,262.9339605,247.9302821
C13037,0.4043167,0.450648,0.1450296,0.4043167,0.450648,0.1450296,263.711277,248.3593878
C13039,0.1729663,0.379966,0.4470611,0.1729663,0.379966,0.4470611,263.2442889,248.8526859
C13043,0.3495272,0.413998,0.2364727,0.3495272,0.413998,0.2364727,262.9944734,247.8852914
C13045,0.2575326,0.406536,0.3359251,0.2575326,0.406536,0.3359251,262.1326262,247.1743404
C13047,0.173096,0.38042,0.4464879,0.173096,0.38042,0.4464879,263.0693517,247.4543505
C13049,0.2855806,0.483933,0.2304891,0.2855806,0.483933,0.2304891,263.1961597,247.2200039
C13051,0.2151237,0.3385598,0.4463168,0.2151237,0.3385598,0.4463168,262.5153095,248.4833688
C13053,0.1675215,0.337958,0.4945357,0.1675215,0.337958,0.4945357,262.5995408,248.3203978
C13055,0.3276394,0.441572,0.230788,0.3276394,0.441572,0.230788,263.1071174,248.1079303
C13057,0.1504357,0.320105,0.5294605,0.1504357,0.320105,0.5294605,263.4835486,246.4344764
C13059,0.2571163,0.301978,0.4409025,0.2571163,0.301978,0.4409025,263.8822111,247.9145269
C13061,0.3882761,0.481722,0.1299914,0.3882761,0.481722,0.1299914,262.4016189,247.6489124
C13063,0.3429531,0.38553,0.2715094,0.3429531,0.38553,0.2715094,262.6208044,249.0357745
C13065,0.3516976,0.432778,0.2155315,0.3516976,0.432778,0.2155315,262.815837,247.2479316
C13067,0.1736516,0.285524,0.5408292,0.1736516,0.285524,0.5408292,262.2658044,248.5910023
C13069,0.3196544,0.438991,0.2413489,0.3196544,0.438991,0.2413489,263.2535686,247.995472
C13071,0.3686738,0.424647,0.2066611,0.3686738,0.424647,0.2066611,263.5789659,249.0137283
C13073,0.1423646,0.325159,0.5324801,0.1423646,0.325159,0.5324801,263.6291732,248.5241146
C13075,0.3399992,0.437709,0.2222836,0.3399992,0.437709,0.2222836,263.2112261,248.1436363
C13077,0.1831146,0.3770532,0.4398339,0.1831146,0.3770532,0.4398339,263.0586218,249.2851751
C13079,0.2423252,0.426916,0.3307454,0.2423252,0.426916,0.3307454,262.7935402,248.4783562
C13081,0.3356338,0.428515,0.2358294,0.3356338,0.428515,0.2358294,261.9367186,248.0813082
C13083,0.2301655,0.41413,0.3557057,0.2301655,0.41413,0.3557057,262.7211269,247.6773579
C13085,0.1666332,0.3581,0.4752733,0.1666332,0.3581,0.4752733,263.1827627,247.4555468
C13087,0.3319332,0.402203,0.2658508,0.3319332,0.402203,0.2658508,262.8951051,249.4720306
C13089,0.2403172,0.3121801,0.4475032,0.2403172,0.3121801,0.4475032,262.550713,248.6160816
C13091,0.2861109,0.458919,0.2549699,0.2861109,0.458919,0.2549699,261.8095862,248.8169664
C13093,0.3829932,0.451918,0.1650888,0.3829932,0.451918,0.1650888,262.3024671,248.3188235
C13095,0.341085,0.365357,0.2935536,0.341085,0.365357,0.2935536,262.1843641,248.4040651
C13097,0.2401744,0.378251,0.3815657,0.2401744,0.378251,0.3815657,263.5047561,246.4541528
C13099,0.3463161,0.449213,0.2044859,0.3463161,0.449213,0.2044859,263.7851411,247.2160448
C13101,0.4134852,0.407334,0.1791686,0.4134852,0.407334,0.1791686,263.2832415,247.7520909
C13103,0.18326,0.416916,0.3998376,0.18326,0.416916,0.3998376,262.5646392,247.9664002
C13105,0.3139164,0.481628,0.2044337,0.3139164,0.481628,0.2044337,261.9845878,248.1099978
C13107,0.3390924,0.444236,0.2166703,0.3390924,0.444236,0.2166703,263.3142518,247.6867341
C13109,0.3461261,0.441863,0.2120107,0.3461261,0.441863,0.2120107,262.9706021,247.9873886
C13111,0.2160662,0.430656,0.3532642,0.2160662,0.430656,0.3532642,263.4223853,247.7522959
C13113,0.1207417,0.297173,0.5820817,0.1207417,0.297173,0.5820817,262.6124105,248.937737
C13115,0.2657518,0.379073,0.3551803,0.2657518,0.379073,0.3551803,263.5133173,248.4350576
C13117,0.1083182,0.275327,0.6163506,0.1083182,0.275327,0.6163506,263.3123172,248.3170332
C13119,0.2827117,0.444051,0.2732307,0.2827117,0.444051,0.2732307,263.3451331,247.3901298
C13121,0.1949718,0.285753,0.5192761,0.1949718,0.285753,0.5192761,262.6047465,247.7100207
C13123,0.2424139,0.408825,0.3487397,0.2424139,0.408825,0.3487397,262.6397354,246.9088967
C13125,0.2452451,0.466406,0.2883436,0.2452451,0.466406,0.2883436,263.7359421,247.4132384
C13127,0.2144582,0.351475,0.4340738,0.2144582,0.351475,0.4340738,263.0954143,247.710206
C13129,0.2950673,0.403949,0.3009834,0.2950673,0.403949,0.3009834,264.465626,247.6256331
C13131,0.3404517,0.422233,0.2373225,0.3404517,0.422233,0.2373225,262.3444793,248.1257427
C13133,0.2833764,0.395569,0.3210542,0.2833764,0.395569,0.3210542,263.5533323,247.0814308
C13135,0.2242189,0.317134,0.458662,0.2242189,0.317134,0.458662,263.3288361,248.0289746
C13137,0.2667872,0.399674,0.3335408,0.2667872,0.399674,0.3335408,263.1387215,247.6454983
C13139,0.2983299,0.350792,0.3508735,0.2983299,0.350792,0.3508735,262.4087442,246.6322746
C13141,0.43603,0.456153,0.1078274,0.43603,0.456153,0.1078274,263.2398342,248.4799355
C13143,0.2585971,0.419322,0.3220744,0.2585971,0.419322,0.3220744,262.0643824,246.2036663
C13145,0.1565886,0.34552,0.4978686,0.1565886,0.34552,0.4978686,262.9019713,247.6754677
C13147,0.2688853,0.425695,0.3054095,0.2688853,0.425695,0.3054095,263.5248001,246.8079567
C13149,0.2690684,0.4719137,0.2590179,0.2690684,0.4719137,0.2590179,261.7133183,248.2274968
C13151,0.2125264,0.369974,0.4174989,0.2125264,0.369974,0.4174989,263.3258794,246.9813286
C13153,0.2068174,0.360342,0.4328512,0.2068174,0.360342,0.4328512,262.291033,247.7828831
C13155,0.2701889,0.462669,0.267134,0.2701889,0.462669,0.267134,262.3840494,248.733247
C13157,0.2235616,0.393363,0.3830776,0.2235616,0.393363,0.3830776,263.1317934,247.8008519
C13159,0.3018169,0.454524,0.2436758,0.3018169,0.454524,0.2436758,262.7570579,248.394677
C13161,0.2980756,0.431184,0.2707431,0.2980756,0.431184,0.2707431,263.6052743,248.1092707
C13163,0.3829342,0.460413,0.1566526,0.3829342,0.460413,0.1566526,263.3114761,248.802391
C13165,0.3421126,0.440844,0.2170436,0.3421126,0.440844,0.2170436,263.441813,247.5559093
C13167,0.3544256,0.432679,0.2128827,0.3544256,0.432679,0.2128827,261.7466613,247.1602066
C13169,0.2127606,0.425633,0.3616074,0.2127606,0.425633,0.3616074,263.6134179,247.5088029
C13171,0.2368009,0.4252493,0.3379506,0.2368009,0.4252493,0.3379506,262.1227708,248.6177416
C13173,0.3075289,0.364196,0.3282957,0.3075289,0.364196,0.3282957,262.9846096,248.5899094
C13175,0.2996127,0.468036,0.2323553,0.2996127,0.468036,0.2323553,263.4245972,249.2494027
C13177,0.17294,0.360663,0.4663969,0.17294,0.360663,0.4663969,263.1587212,249.3006865
C13179,0.2361939,0.376379,0.3874298,0.2361939,0.376379,0.3874298,262.1711572,247.2413482
C13181,0.2811007,0.458777,0.2601251,0.2811007,0.458777,0.2601251,261.9342439,248.5928636
C13183,0.2212059,0.397321,0.3814676,0.2212059,0.397321,0.3814676,262.6747743,248.6724796
C13185,0.2627507,0.362901,0.3743316,0.2627507,0.362901,0.3743316,262.7854953,247.7752495
C13187,0.2065904,0.359071,0.4343396,0.2065904,0.359071,0.4343396,262.6381377,248.5310383
C13189,0.3293284,0.442179,0.2284858,0.3293284,0.442179,0.2284858,262.9959036,247.40518
C13191,0.2803043,0.408881,0.3108157,0.2803043,0.408881,0.3108157,264.091558,248.4607145
C13193,0.414687,0.415392,0.1699264,0.414687,0.415392,0.1699264,262.8402885,247.4630018
C13195,0.2267397,0.437342,0.335918,0.2267397,0.437342,0.335918,262.4004906,248.2536883
C13197,0.3145616,0.436023,0.2494394,0.3145616,0.436023,0.2494394,263.2809787,247.2976474
C13199,0.3352266,0.442357,0.2224142,0.3352266,0.442357,0.2224142,262.9680179,248.5260614
C13201,0.3102873,0.435298,0.254419,0.3102873,0.435298,0.254419,263.3475046,248.8844471
C13205,0.3534854,0.452824,0.1936813,0.3534854,0.452824,0.1936813,263.337602,248.412255
C13207,0.2249107,0.410076,0.3650189,0.2249107,0.410076,0.3650189,263.5432846,248.5556547
C13209,0.2795136,0.430684,0.2897853,0.2795136,0.430684,0.2897853,263.8917612,248.2289045
C13211,0.2380692,0.407634,0.3542857,0.2380692,0.407634,0.3542857,263.0685289,248.5043205
C13213,0.3328821,0.4139506,0.2531677,0.3328821,0.4139506,0.2531677,262.1191784,246.374891
C13215,0.2544004,0.347833,0.3977573,0.2544004,0.347833,0.3977573,262.8595275,247.1698255
C13217,0.2666675,0.383276,0.3500443,0.2666675,0.383276,0.3500443,263.4229589,247.4883754
C13219,0.1065179,0.297449,0.5960328,0.1065179,0.297449,0.5960328,263.425713,248.5639857
C13221,0.2656902,0.422162,0.312148,0.2656902,0.422162,0.312148,263.1475222,248.1978485
C13223,0.1762908,0.390838,0.4328656,0.1762908,0.390838,0.4328656,262.3654064,247.4316999
C13225,0.2751187,0.376666,0.3482043,0.2751187,0.376666,0.3482043,262.4255943,247.9248323
C13227,0.1916218,0.368171,0.4402271,0.1916218,0.368171,0.4402271,263.3872881,248.905128
C13229,0.2490505,0.441216,0.3097273,0.2490505,0.441216,0.3097273,263.0619253,248.8928819
C13231,0.1880412,0.447337,0.3646132,0.1880412,0.447337,0.3646132,262.8597172,247.5258547
C13233,0.312903,0.423562,0.2635435,0.312903,0.423562,0.2635435,263.3863418,246.340729
C13235,0.3149034,0.463594,0.2215131,0.3149034,0.463594,0.2215131,263.9494595,248.6163984
C13237,0.2511628,0.427707,0.3211288,0.2511628,0.427707,0.3211288,262.8119848,248.0293361
C13239,0.3629923,0.468383,0.1686295,0.3629923,0.468383,0.1686295,263.5993547,247.716877
C13241,0.2124166,0.384592,0.4029908,0.2124166,0.384592,0.4029908,262.6830071,247.8686764
C13243,0.426478,0.397206,0.1763241,0.426478,0.397206,0.1763241,262.7095262,247.6387897
C13245,0.3066143,0.37862,0.3147811,0.3066143,0.37862,0.3147811,263.6094849,247.2788437
C13247,0.2698941,0.385172,0.3449396,0.2698941,0.385172,0.3449396,263.3146688,247.3576183
C13249,0.2594417,0.400459,0.3400924,0.2594417,0.400459,0.3400924,262.4802131,247.8562276
C13251,0.2993405,0.448222,0.252446,0.2993405,0.448222,0.252446,262.1946359,247.324646
C13253,0.2852636,0.439093,0.2756315,0.2852636,0.439093,0.2756315,262.6233544,246.2941961
C13255,0.3083938,0.429868,0.261736,0.3083938,0.429868,0.261736,263.7539248,247.8917064
C13257,0.2544592,0.422036,0.3235004,0.2544592,0.422036,0.3235004,262.743072,248.9869316
C13259,0.5095646,0.418649,0.0717961,0.5095646,0.418649,0.0717961,263.0069485,247.4231797
C13261,0.368353,0.38444,0.2472015,0.368353,0.38444,0.2472015,264.0590611,248.0735736
C13263,0.3576389,0.484247,0.1581163,0.3576389,0.484247,0.1581163,262.7205645,248.0916194
C13265,0.4723989,0.496519,0.0310853,0.4723989,0.496519,0.0310853,263.16998,247.6128815
C13267,0.3639323,0.435393,0.2006658,0.3639323,0.435393,0.2006658,262.6617611,248.2513659
C13269,0.3526832,0.417878,0.2294355,0.3526832,0.417878,0.2294355,262.3618118,248.8265653
C13271,0.4083261,0.502797,0.0888874,0.4083261,0.502797,0.0888874,262.8451586,247.0115829
C13273,0.4217544,0.379422,0.1988136,0.4217544,0.379422,0.1988136,263.2265404,247.5878751
C13275,0.2751549,0.392722,0.3321263,0.2751549,0.392722,0.3321263,263.5011219,248.7917975
C13277,0.3065422,0.400554,0.2929099,0.3065422,0.400554,0.2929099,262.4367053,247.9860743
C13279,0.3167145,0.435047,0.2482344,0.3167145,0.435047,0.2482344,263.2803674,247.7533845
C13281,0.149859,0.376253,0.4739088,0.149859,0.376253,0.4739088,262.9239731,249.1113382
C13283,0.2918033,0.444592,0.2635993,0.2918033,0.444592,0.2635993,263.0192003,248.3542019
C13285,0.2638278,0.410941,0.3252351,0.2638278,0.410941,0.3252351,262.9788526,248.2568869
C13287,0.3634977,0.423046,0.2134485,0.3634977,0.423046,0.2134485,262.4201007,247.786297
C13289,0.3361582,0.425993,0.2378593,0.3361582,0.425993,0.2378593,263.4095331,247.9846077
C13291,0.1604216,0.39944,0.4401289,0.1604216,0.39944,0.4401289,262.4840025,249.0745717
C13293,0.3000183,0.418575,0.281398,0.3000183,0.418575,0.281398,262.6650324,247.8958003
C13295,0.2252467,0.418079,0.3567022,0.2252467,0.418079,0.3567022,262.8405274,247.800031
C13297,0.1953822,0.413755,0.3908693,0.1953822,0.413755,0.3908693,263.1722107,248.860925
C13299,0.3019533,0.445979,0.2520825,0.3019533,0.445979,0.2520825,263.4462175,248.1739734
C13301,0.403993,0.483578,0.1124251,0.403993,0.483578,0.1124251,262.7384018,248.3913754
C13303,0.3539121,0.452725,0.1933765,0.3539121,0.452725,0.1933765,262.0659392,247.1430484
C13305,0.2576367,0.443737,0.2986251,0.2576367,0.443737,0.2986251,263.4470937,247.2940886
C13307,0.3522239,0.483605,0.164165,0.3522239,0.483605,0.164165,263.5662762,249.5098554
C13309,0.370886,0.540637,0.0884805,0.370886,0.540637,0.0884805,263.3435084,250.6964677
C13311,0.1997988,0.376178,0.4240169,0.1997988,0.376178,0.4240169,263.0435243,247.8847404
C13313,0.3742859,0.361378,0.2643418,0.3742859,0.361378,0.2643418,262.9054865,249.3846004
C13315,0.339339,0.509711,0.150949,0.339339,0.509711,0.150949,262.6113622,247.0273801
C13317,0.3231324,0.460321,0.2165365,0.3231324,0.460321,0.2165365,263.4804282,248.6129565
C13319,0.3003103,0.5128715,0.1868189,0.3003103,0.5128715,0.1868189,262.1647787,248.1745315
C13321,0.3081165,0.453017,0.2388602,0.3081165,0.453017,0.2388602,262.9902625,247.0839894
C15001,0.1809863,0.329712,0.4893149,0.1809863,0.329712,0.4893149,263.0036663,246.8205184
C15003,0.1580783,0.2929384,0.5489831,0.1580783,0.2929384,0.5489831,262.3153768,247.8079497
C15005,0.1653019,0.371116,0.4635774,0.1653019,0.371116,0.4635774,264.0096013,248.63955
C15007,0.1528507,0.328492,0.5186628,0.1528507,0.328492,0.5186628,262.3285555,247.5634701
C15009,0.1547619,0.330476,0.5147621,0.1547619,0.330476,0.5147621,262.6283093,248.9269086
C16001,0.1103136,0.305923,0.583772,0.1103136,0.305923,0.583772,262.6331381,247.712353
C16003,0.1644587,0.422026,0.413522,0.1644587,0.422026,0.413522,262.8461895,248.5790453
C16005,0.1336906,0.339078,0.5272336,0.1336906,0.339078,0.5272336,263.4939406,248.7857506
C16007,0.1433174,0.426802,0.4298974,0.1433174,0.426802,0.4298974,262.9580179,248.123217
C16009,0.199791,0.431412,0.368796,0.199791,0.431412,0.368796,263.7730657,247.3337056
C16011,0.2128008,0.370576,0.4166382,0.2128008,0.370576,0.4166382,262.7383011,248.4119422
C16013,0.1627352,0.289239,0.5480266,0.1627352,0.289239,0.5480266,263.2115674,246.8355365
C16015,0.1219186,0.34858,0.5295045,0.1219186,0.34858,0.5295045,263.1084846,248.9259878
C16017,0.1577998,0.369696,0.4725111,0.1577998,0.369696,0.4725111,262.8099463,247.6952204
C16019,0.1554669,0.34259,0.5019275,0.1554669,0.34259,0.5019275,263.7358295,248.7634807
C16021,0.1704669,0.420679,0.4088393,0.1704669,0.420679,0.4088393,263.3945696,249.0785051
C16023,0.1647829,0.401512,0.4337138,0.1647829,0.401512,0.4337138,263.0750756,248.2708908
C16025,0.1997932,0.361781,0.4384135,0.1997932,0.361781,0.4384135,263.6252154,248.0651905
C16027,0.2536031,0.380635,0.3657649,0.2536031,0.380635,0.3657649,264.0355306,249.4297099
C16029,0.1154671,0.408538,0.4759915,0.1154671,0.408538,0.4759915,263.6582004,248.7534175
C16031,0.2628607,0.356605,0.3805273,0.2628607,0.356605,0.3805273,262.6451796,247.8671582
C16033,0.4214564,0.382106,0.1964283,0.4214564,0.382106,0.1964283,262.9622313,248.6343169
C16035,0.1814095,0.416811,0.4017785,0.1814095,0.416811,0.4017785,262.9809783,248.218961
C16037,0.1524572,0.370456,0.4770751,0.1524572,0.370456,0.4770751,262.7439463,247.4751199
C16039,0.2090097,0.351768,0.4392295,0.2090097,0.351768,0.4392295,262.3349732,248.5549881
C16041,0.1652381,0.384181,0.45059,0.1652381,0.384181,0.45059,262.8033165,248.2259477
C16043,0.1914539,0.396008,0.4125265,0.1914539,0.396008,0.4125265,262.2854202,248.0394153
C16045,0.2134597,0.434799,0.3517318,0.2134597,0.434799,0.3517318,264.1985095,248.6945978
C16047,0.3125624,0.395735,0.2916758,0.3125624,0.395735,0.2916758,263.0734588,248.660802
