ID,N3,N3-CL,N3-CU,N3-CV,L1,L1-CL,L1-CU,L1-CV,L2,L2-CL,L2-CU,L2-CV,L3,L3-CL,L3-CU,L3-CV,N1,N1-CL,N1-CU,N1-CV,N2,N2-CL,N2-CU,N2-CV,LA,LA-CL,LA-CU,LA-CV,NA,NA-CL,NA-CU,NA-CV
C42049,0.3133,0.2498,0.3688,0.1035,0.1772,0.1431,0.2122,0.0991,0.4014,0.3505,0.4505,0.0630,0.4214,0.3752,0.4700,0.0570,0.2906,0.2514,0.3369,0.0766,0.3961,0.3480,0.4488,0.0658,264.2432,255.2318,273.3591,0.0171,249.1010,239.3797,258.6819,0.0196
C42051,0.2100,0.1407,0.2721,0.1627,0.2065,0.1661,0.2480,0.1011,0.4714,0.4148,0.5287,0.0617,0.3221,0.2688,0.3755,0.0838,0.3387,0.2946,0.3912,0.0721,0.4513,0.3962,0.5127,0.0664,255.4530,245.9710,264.8060,0.0185,239.1505,228.8040,248.9597,0.0210
C42053,0.0733,-0.0076,0.1463,0.5199,0.3280,0.2687,0.3878,0.0920,0.5099,0.4300,0.5894,0.0808,0.1622,0.0871,0.2395,0.2375,0.4974,0.4287,0.5622,0.0650,0.4294,0.3568,0.5152,0.0947,235.2265,223.9589,246.4052,0.0243,217.0685,204.6857,229.4379,0.0285
C42055,0.2711,0.2094,0.3227,0.1133,0.1894,0.1562,0.2214,0.0870,0.4312,0.3821,0.4790,0.0568,0.3794,0.3331,0.4260,0.0620,0.2979,0.2574,0.3414,0.0675,0.4310,0.3819,0.4864,0.0639,260.6169,251.6091,269.7541,0.0174,247.1025,237.3381,256.6993,0.0198
C42057,0.1957,0.1262,0.2524,0.1697,0.1950,0.1544,0.2357,0.1065,0.4928,0.4336,0.5485,0.0596,0.3122,0.2578,0.3678,0.0890,0.3172,0.2716,0.3683,0.0744,0.4871,0.4315,0.5513,0.0642,255.5442,246.0827,264.7312,0.0185,241.0383,230.2325,251.4812,0.0220
C42059,0.2485,0.1836,0.3031,0.1324,0.2024,0.1680,0.2371,0.0865,0.4478,0.3994,0.4965,0.0559,0.3498,0.3031,0.3969,0.0685,0.3208,0.2809,0.3685,0.0683,0.4308,0.3802,0.4872,0.0644,257.9527,249.2145,266.9024,0.0174,243.5682,233.9316,253.2701,0.0201
C42061,0.2075,0.1390,0.2644,0.1586,0.1951,0.1540,0.2350,0.1036,0.4797,0.4236,0.5372,0.0601,0.3252,0.2725,0.3796,0.0839,0.3235,0.2767,0.3725,0.0716,0.4690,0.4153,0.5309,0.0628,255.6153,246.5589,264.4848,0.0177,240.1177,229.8016,250.0056,0.0211
C42063,0.2702,0.2052,0.3253,0.1186,0.1759,0.1419,0.2118,0.1004,0.4379,0.3885,0.4869,0.0575,0.3862,0.3379,0.4347,0.0625,0.2944,0.2528,0.3404,0.0736,0.4354,0.3859,0.4898,0.0608,261.8982,252.6098,270.7793,0.0173,246.6663,236.9552,256.1063,0.0198
C42065,0.2210,0.1538,0.2765,0.1456,0.1778,0.1382,0.2181,0.1131,0.4779,0.4207,0.5327,0.0592,0.3443,0.2915,0.3971,0.0773,0.2998,0.2554,0.3507,0.0764,0.4792,0.4260,0.5405,0.0610,258.8144,249.1066,268.0521,0.0183,243.8902,233.6165,254.2532,0.0209
C42067,0.1755,0.1033,0.2299,0.1876,0.2302,0.1899,0.2706,0.0907,0.4884,0.4296,0.5452,0.0606,0.2814,0.2256,0.3344,0.0978,0.3550,0.3051,0.4058,0.0674,0.4695,0.4130,0.5341,0.0678,251.6216,241.9629,261.1161,0.0190,237.0292,226.1283,247.3588,0.0224
C42071,0.3060,0.2428,0.3598,0.1027,0.2075,0.1751,0.2400,0.0806,0.3923,0.3407,0.4386,0.0627,0.4002,0.3555,0.4494,0.0586,0.3060,0.2634,0.3502,0.0673,0.3880,0.3385,0.4433,0.0729,261.2414,251.8484,270.4160,0.0179,248.5582,238.4762,258.1690,0.0199
C42073,0.2850,0.2215,0.3398,0.1111,0.1733,0.1386,0.2082,0.1003,0.4324,0.3831,0.4807,0.0570,0.3943,0.3482,0.4430,0.0599,0.2851,0.2448,0.3312,0.0762,0.4299,0.3802,0.4832,0.0611,263.0305,253.7327,272.1381,0.0174,248.7034,238.8177,258.0785,0.0194
C42075,0.2512,0.1891,0.3034,0.1216,0.2045,0.1693,0.2397,0.0873,0.4340,0.3837,0.4831,0.0593,0.3616,0.3146,0.4106,0.0669,0.3126,0.2719,0.3570,0.0665,0.4362,0.3893,0.4913,0.0629,257.6603,248.7186,266.6212,0.0175,243.5448,233.4501,253.2945,0.0205
C42077,0.3417,0.2816,0.3940,0.0860,0.2136,0.1799,0.2467,0.0789,0.3475,0.3002,0.3932,0.0674,0.4389,0.3950,0.4819,0.0492,0.3065,0.2669,0.3488,0.0672,0.3519,0.3055,0.4036,0.0702,263.0729,254.0248,271.9092,0.0172,248.8704,239.1864,258.4056,0.0193
C42079,0.3149,0.2545,0.3685,0.0980,0.1913,0.1582,0.2243,0.0881,0.3910,0.3452,0.4384,0.0613,0.4176,0.3723,0.4631,0.0545,0.2951,0.2573,0.3397,0.0712,0.3900,0.3429,0.4437,0.0654,263.4107,254.4918,272.3284,0.0169,248.9212,239.2367,258.5861,0.0195
C42081,0.3202,0.2553,0.3749,0.1023,0.1748,0.1426,0.2075,0.0915,0.4036,0.3580,0.4477,0.0561,0.4217,0.3769,0.4656,0.0522,0.2816,0.2458,0.3263,0.0747,0.3981,0.3530,0.4513,0.0652,264.6722,255.9173,273.3229,0.0165,250.7822,241.0631,260.0117,0.0191
C42083,0.2403,0.1716,0.3040,0.1459,0.1851,0.1432,0.2266,0.1134,0.4578,0.4010,0.5147,0.0630,0.3570,0.3039,0.4128,0.0763,0.3100,0.2666,0.3599,0.0772,0.4497,0.3938,0.5098,0.0663,258.7600,249.3312,267.8528,0.0182,242.8415,232.5171,252.8234,0.0210
C42085,0.2702,0.2081,0.3245,0.1182,0.1759,0.1401,0.2113,0.1005,0.4405,0.3896,0.4910,0.0576,0.3836,0.3352,0.4326,0.0636,0.2942,0.2536,0.3391,0.0726,0.4356,0.3868,0.4896,0.0617,261.2630,251.9040,270.0658,0.0172,246.4935,236.6588,255.9963,0.0198
C42087,0.1682,0.1020,0.2230,0.1939,0.2174,0.1786,0.2561,0.0908,0.5002,0.4439,0.5555,0.0561,0.2824,0.2285,0.3352,0.0954,0.3482,0.3015,0.3951,0.0655,0.4836,0.4287,0.5439,0.0639,251.3013,241.8599,260.6685,0.0189,236.3000,226.0734,246.3705,0.0217
C42089,0.3079,0.2468,0.3590,0.0949,0.2042,0.1705,0.2361,0.0811,0.3811,0.3349,0.4273,0.0613,0.4148,0.3703,0.4605,0.0541,0.3135,0.2748,0.3567,0.0636,0.3786,0.3332,0.4337,0.0686,261.1265,252.1974,270.1474,0.0174,246.4284,236.7918,256.1204,0.0198
C42093,0.3177,0.2545,0.3715,0.0985,0.1538,0.1209,0.1866,0.1083,0.4174,0.3690,0.4646,0.0581,0.4288,0.3830,0.4746,0.0540,0.2527,0.2148,0.2987,0.0818,0.4297,0.3815,0.4844,0.0612,266.9750,257.7210,275.9174,0.0168,253.9635,244.0346,263.7322,0.0193
C42095,0.3610,0.2996,0.4117,0.0843,0.1688,0.1376,0.1990,0.0921,0.3664,0.3215,0.4113,0.0615,0.4648,0.4225,0.5081,0.0462,0.2576,0.2203,0.3002,0.0777,0.3814,0.3365,0.4328,0.0654,267.9283,259.2609,276.7403,0.0165,255.1448,245.1496,264.6023,0.0190
C42097,0.1992,0.1312,0.2575,0.1698,0.2147,0.1773,0.2530,0.0897,0.4786,0.4253,0.5323,0.0572,0.3067,0.2565,0.3578,0.0842,0.3407,0.2978,0.3894,0.0660,0.4602,0.4087,0.5212,0.0644,253.2834,244.2206,262.4295,0.0181,238.1413,227.6357,248.2373,0.0212
C42099,0.2631,0.1960,0.3166,0.1215,0.1715,0.1323,0.2094,0.1152,0.4517,0.3961,0.5055,0.0623,0.3768,0.3254,0.4282,0.0698,0.2762,0.2311,0.3228,0.0810,0.4607,0.4058,0.5204,0.0652,262.4410,253.1540,271.7722,0.0176,249.5488,239.2997,259.4141,0.0200
C42105,0.2356,0.1725,0.2880,0.1316,0.1843,0.1486,0.2214,0.1013,0.4642,0.4104,0.5143,0.0573,0.3516,0.3032,0.4015,0.0717,0.3029,0.2631,0.3491,0.0707,0.4615,0.4102,0.5185,0.0600,259.3428,250.2299,268.2606,0.0176,244.4977,234.8400,254.4958,0.0204
C42107,0.2461,0.1795,0.3026,0.1304,0.1878,0.1511,0.2247,0.1010,0.4541,0.4005,0.5073,0.0592,0.3580,0.3079,0.4061,0.0705,0.3018,0.2579,0.3488,0.0731,0.4521,0.3989,0.5118,0.0631,259.6216,250.3753,268.8978,0.0178,245.2063,235.3534,254.8777,0.0200
C42109,0.2286,0.1623,0.2859,0.1481,0.2102,0.1714,0.2478,0.0915,0.4590,0.4053,0.5117,0.0593,0.3309,0.2804,0.3817,0.0784,0.3259,0.2783,0.3731,0.0693,0.4455,0.3896,0.5050,0.0712,255.6680,246.2641,265.1306,0.0188,242.2620,231.9379,252.3603,0.0210
C42111,0.2138,0.1482,0.2687,0.1509,0.1938,0.1561,0.2317,0.0980,0.4781,0.4254,0.5313,0.0565,0.3281,0.2767,0.3800,0.0791,0.3166,0.2725,0.3643,0.0703,0.4696,0.4193,0.5275,0.0609,256.2944,246.8588,265.7327,0.0183,241.5180,231.2514,251.6121,0.0210
C42113,0.2246,0.1584,0.2826,0.1403,0.1825,0.1452,0.2208,0.1057,0.4717,0.4183,0.5234,0.0573,0.3457,0.2938,0.3967,0.0743,0.3041,0.2612,0.3503,0.0719,0.4712,0.4182,0.5281,0.0600,258.5157,249.1624,267.6168,0.0178,243.5274,233.2219,253.1927,0.0207
C42115,0.2560,0.1926,0.3080,0.1210,0.1759,0.1407,0.2105,0.1010,0.4524,0.4021,0.5023,0.0565,0.3717,0.3233,0.4197,0.0652,0.2894,0.2493,0.3357,0.0736,0.4547,0.4045,0.5096,0.0596,261.1217,252.2851,270.0782,0.0172,246.9063,237.0564,256.1267,0.0198
C42117,0.2744,0.2110,0.3283,0.1146,0.1665,0.1341,0.1999,0.1016,0.4426,0.3935,0.4900,0.0558,0.3909,0.3459,0.4378,0.0602,0.2777,0.2374,0.3215,0.0764,0.4480,0.4006,0.5034,0.0595,262.8820,253.6710,272.1038,0.0177,248.6836,238.7795,258.0589,0.0197
C42119,0.2832,0.2185,0.3365,0.1150,0.2035,0.1677,0.2381,0.0867,0.4157,0.3667,0.4633,0.0593,0.3808,0.3344,0.4289,0.0626,0.3117,0.2690,0.3567,0.0682,0.4051,0.3545,0.4626,0.0715,259.3326,250.1207,268.1595,0.0177,246.2300,236.3173,256.1830,0.0202
C42121,0.2330,0.1675,0.2909,0.1434,0.1770,0.1395,0.2143,0.1072,0.4704,0.4163,0.5234,0.0578,0.3526,0.3026,0.4042,0.0736,0.2970,0.2547,0.3453,0.0766,0.4700,0.4150,0.5289,0.0625,259.0400,249.7028,268.1377,0.0178,244.3626,234.7120,254.1673,0.0203
C42123,0.2766,0.2088,0.3364,0.1180,0.1489,0.1093,0.1899,0.1391,0.4488,0.3931,0.5067,0.0643,0.4023,0.3496,0.4539,0.0668,0.2594,0.2156,0.3089,0.0893,0.4640,0.4085,0.5232,0.0623,265.3343,255.5863,274.5399,0.0178,250.8596,240.9379,261.0699,0.0206
C42125,0.3606,0.3000,0.4127,0.0861,0.1373,0.1059,0.1687,0.1150,0.3933,0.3472,0.4377,0.0586,0.4694,0.4270,0.5134,0.0471,0.2289,0.1926,0.2727,0.0892,0.4105,0.3651,0.4637,0.0614,271.0686,262.0623,279.8405,0.0163,258.6618,248.7038,267.9682,0.0185
C42127,0.2830,0.2204,0.3370,0.1139,0.1756,0.1406,0.2102,0.0997,0.4312,0.3814,0.4803,0.0577,0.3932,0.3476,0.4399,0.0599,0.2837,0.2438,0.3295,0.0741,0.4333,0.3851,0.4890,0.0630,262.0763,253.2806,270.9126,0.0171,248.3174,238.1472,257.7871,0.0201
C42129,0.3757,0.3128,0.4282,0.0830,0.1259,0.0939,0.1584,0.1275,0.3866,0.3381,0.4327,0.0608,0.4875,0.4458,0.5326,0.0460,0.2157,0.1785,0.2604,0.0978,0.4086,0.3634,0.4621,0.0613,273.1581,264.3799,282.1099,0.0163,260.6396,250.9082,270.0039,0.0184
C42131,0.2659,0.1999,0.3219,0.1201,0.1483,0.1084,0.1876,0.1355,0.4589,0.4038,0.5158,0.0618,0.3928,0.3396,0.4461,0.0680,0.2579,0.2140,0.3048,0.0891,0.4762,0.4233,0.5363,0.0609,263.9944,254.7096,273.2322,0.0175,250.0611,239.7770,260.0021,0.0206
C42133,0.3105,0.2486,0.3610,0.0960,0.1783,0.1457,0.2104,0.0926,0.4053,0.3574,0.4527,0.0591,0.4164,0.3718,0.4618,0.0542,0.2788,0.2393,0.3225,0.0736,0.4107,0.3655,0.4652,0.0625,264.4638,255.5078,273.1133,0.0168,251.2611,241.1929,260.3907,0.0190
C44001,0.5136,0.4467,0.5820,0.0668,0.1277,0.0822,0.1697,0.1745,0.2777,0.2163,0.3400,0.1132,0.5946,0.5367,0.6552,0.0494,0.1874,0.1375,0.2395,0.1367,0.2990,0.2358,0.3615,0.1067,281.1655,270.2250,291.5081,0.0194,272.0169,260.1964,283.7213,0.0213
C44003,0.4444,0.3825,0.5083,0.0701,0.1316,0.0915,0.1672,0.1423,0.3244,0.2697,0.3808,0.0852,0.5440,0.4910,0.5980,0.0484,0.2055,0.1603,0.2505,0.1112,0.3501,0.2913,0.4076,0.0822,276.4955,266.6609,286.5384,0.0183,265.8596,255.2964,276.6071,0.0207
C44005,0.4902,0.4290,0.5529,0.0635,0.1177,0.0786,0.1535,0.1580,0.2904,0.2353,0.3452,0.0946,0.5918,0.5410,0.6449,0.0438,0.1880,0.1444,0.2348,0.1206,0.3218,0.2641,0.3762,0.0865,280.7556,270.3558,291.1626,0.0186,269.8718,259.2840,280.6188,0.0202
C44007,0.3183,0.2572,0.3819,0.0972,0.2594,0.2179,0.2977,0.0766,0.3366,0.2815,0.3934,0.0839,0.4040,0.3518,0.4601,0.0652,0.3667,0.3213,0.4116,0.0615,0.3151,0.2564,0.3707,0.0895,256.9366,246.5746,267.2898,0.0206,241.7614,230.4213,252.8629,0.0233
C44009,0.5052,0.4447,0.5694,0.0623,0.1072,0.0663,0.1442,0.1816,0.2885,0.2315,0.3462,0.0986,0.6043,0.5499,0.6581,0.0445,0.1738,0.1271,0.2223,0.1369,0.3210,0.2615,0.3789,0.0899,282.7153,272.6480,293.1086,0.0184,272.1384,261.3971,283.2667,0.0202
C45001,0.2340,0.1710,0.2926,0.1324,0.3020,0.2568,0.3431,0.0702,0.3898,0.3351,0.4430,0.0695,0.3081,0.2616,0.3589,0.0801,0.4513,0.4053,0.5046,0.0533,0.3146,0.2568,0.3714,0.0911,249.9156,239.8580,259.8972,0.0198,232.3676,221.8967,243.1265,0.0229
C45003,0.3059,0.2519,0.3604,0.0859,0.2253,0.1902,0.2569,0.0724,0.3658,0.3213,0.4101,0.0596,0.4089,0.3662,0.4543,0.0523,0.3519,0.3143,0.3922,0.0543,0.3422,0.2948,0.3878,0.0656,261.8042,252.4252,271.0976,0.0177,245.2687,235.2393,255.1923,0.0202
C45005,0.0455,-0.0172,0.1196,0.7655,0.4359,0.3777,0.4922,0.0672,0.4412,0.3682,0.5156,0.0836,0.1229,0.0597,0.1870,0.2649,0.6700,0.6033,0.7280,0.0474,0.2845,0.2164,0.3565,0.1205,226.8312,215.9322,237.7502,0.0248,201.3929,189.4384,213.5959,0.0298
C45007,0.3215,0.2609,0.3766,0.0897,0.2198,0.1819,0.2528,0.0781,0.3656,0.3193,0.4096,0.0621,0.4146,0.3721,0.4610,0.0528,0.3343,0.2957,0.3779,0.0623,0.3442,0.2933,0.3945,0.0717,263.0953,253.5739,272.2482,0.0180,248.2216,238.0531,258.4524,0.0204
C45009,0.1799,0.1171,0.2491,0.1826,0.3483,0.2987,0.3964,0.0713,0.3852,0.3226,0.4464,0.0821,0.2665,0.2104,0.3242,0.1085,0.5402,0.4804,0.5901,0.0511,0.2798,0.2165,0.3437,0.1099,243.8254,233.3679,254.0600,0.0211,221.9334,210.7070,233.2204,0.0255
C45011,0.1839,0.1282,0.2465,0.1566,0.3276,0.2842,0.3695,0.0652,0.3993,0.3426,0.4538,0.0689,0.2731,0.2253,0.3232,0.0905,0.5087,0.4595,0.5564,0.0456,0.3074,0.2491,0.3627,0.0883,245.3775,235.0488,255.5356,0.0208,224.1541,213.5600,234.8231,0.0236
C45013,0.4202,0.3582,0.4795,0.0730,0.1568,0.1124,0.1949,0.1307,0.3062,0.2520,0.3610,0.0893,0.5370,0.4877,0.5919,0.0474,0.2556,0.2072,0.3049,0.0940,0.3242,0.2697,0.3798,0.0817,273.5029,263.2787,283.3566,0.0183,258.4487,247.3517,269.1931,0.0211
C45015,0.3339,0.2777,0.3886,0.0808,0.1984,0.1631,0.2301,0.0849,0.3570,0.3114,0.4018,0.0634,0.4445,0.4027,0.4906,0.0492,0.3159,0.2753,0.3567,0.0618,0.3502,0.3019,0.3987,0.0665,265.8394,256.6865,275.2278,0.0175,249.9954,239.9439,260.3055,0.0204
C45017,0.2012,0.1434,0.2668,0.1532,0.2624,0.2172,0.3058,0.0851,0.4191,0.3595,0.4759,0.0705,0.3185,0.2649,0.3720,0.0854,0.4256,0.3741,0.4714,0.0567,0.3732,0.3145,0.4325,0.0774,252.9071,242.7701,263.1039,0.0201,233.1320,222.2477,243.9354,0.0234
C45019,0.4061,0.3500,0.4643,0.0681,0.1777,0.1407,0.2120,0.0997,0.3082,0.2613,0.3543,0.0754,0.5141,0.4709,0.5629,0.0443,0.2904,0.2491,0.3328,0.0706,0.3035,0.2536,0.3547,0.0803,271.9729,262.5909,281.5002,0.0176,256.0723,245.3964,266.4069,0.0202
C45021,0.2275,0.1640,0.2841,0.1317,0.2931,0.2508,0.3325,0.0699,0.3997,0.3453,0.4516,0.0681,0.3071,0.2596,0.3581,0.0806,0.4326,0.3864,0.4835,0.0558,0.3399,0.2836,0.3945,0.0812,251.2191,241.6352,260.8959,0.0194,234.1717,223.8764,244.9532,0.0227
C45023,0.1879,0.1294,0.2471,0.1530,0.3034,0.2609,0.3443,0.0692,0.4175,0.3625,0.4713,0.0658,0.2791,0.2290,0.3274,0.0888,0.4663,0.4199,0.5146,0.0496,0.3459,0.2897,0.4024,0.0777,248.3234,238.3949,258.3144,0.0200,229.0970,218.7761,239.9086,0.0233
C45025,0.1494,0.0878,0.2110,0.1997,0.3359,0.2911,0.3809,0.0664,0.4318,0.3758,0.4889,0.0676,0.2322,0.1811,0.2856,0.1124,0.5025,0.4531,0.5538,0.0494,0.3481,0.2885,0.4061,0.0823,242.6902,232.6695,253.0628,0.0207,223.4285,212.8230,234.0797,0.0243
C45027,0.1720,0.1160,0.2371,0.1720,0.3296,0.2852,0.3714,0.0660,0.4092,0.3525,0.4652,0.0697,0.2612,0.2098,0.3129,0.0995,0.5083,0.4571,0.5573,0.0478,0.3197,0.2615,0.3755,0.0859,244.8691,234.5943,254.8931,0.0209,224.0337,213.3576,234.7413,0.0241
C45029,0.1702,0.1133,0.2334,0.1718,0.2730,0.2303,0.3150,0.0776,0.4381,0.3802,0.4923,0.0638,0.2889,0.2402,0.3415,0.0892,0.4489,0.4015,0.4921,0.0498,0.3810,0.3241,0.4378,0.0725,248.3047,238.4957,258.2402,0.0200,227.1213,216.6896,237.2853,0.0231
C45031,0.2100,0.1542,0.2716,0.1361,0.2983,0.2581,0.3372,0.0673,0.3984,0.3446,0.4507,0.0660,0.3033,0.2578,0.3525,0.0786,0.4638,0.4169,0.5080,0.0468,0.3263,0.2685,0.3805,0.0814,249.9356,240.2182,259.6684,0.0196,230.3506,220.0672,240.7197,0.0227
C45033,0.1252,0.0613,0.1943,0.2533,0.3891,0.3370,0.4393,0.0653,0.4156,0.3488,0.4798,0.0788,0.1953,0.1383,0.2555,0.1496,0.5833,0.5245,0.6402,0.0475,0.2915,0.2244,0.3573,0.1093,236.6095,225.6373,247.1990,0.0228,214.6551,203.5847,226.5044,0.0267
C45035,0.3665,0.3130,0.4204,0.0717,0.1818,0.1461,0.2149,0.0944,0.3406,0.2940,0.3841,0.0654,0.4776,0.4362,0.5233,0.0448,0.2941,0.2536,0.3348,0.0659,0.3394,0.2921,0.3883,0.0681,269.4491,259.7315,278.8476,0.0178,254.1907,244.0584,264.4542,0.0200
C45037,0.2297,0.1689,0.2910,0.1294,0.2850,0.2421,0.3260,0.0732,0.3953,0.3394,0.4496,0.0709,0.3197,0.2692,0.3718,0.0813,0.4309,0.3813,0.4800,0.0553,0.3394,0.2825,0.3955,0.0813,252.0105,241.6610,261.9228,0.0200,234.7371,223.8605,245.5071,0.0228
C45039,0.1465,0.0889,0.2118,0.2109,0.3159,0.2707,0.3608,0.0732,0.4296,0.3698,0.4890,0.0697,0.2545,0.2016,0.3101,0.1073,0.5079,0.4514,0.5543,0.0511,0.3457,0.2853,0.4067,0.0853,243.7857,233.0427,254.0287,0.0214,221.8542,210.8883,232.6408,0.0248
C45041,0.2538,0.1981,0.3138,0.1106,0.2741,0.2349,0.3098,0.0697,0.3772,0.3273,0.4253,0.0658,0.3487,0.3052,0.3959,0.0656,0.4298,0.3831,0.4741,0.0495,0.3164,0.2639,0.3701,0.0814,254.3124,244.6154,263.3946,0.0189,235.5407,224.7746,246.1834,0.0224
C45043,0.3091,0.2516,0.3676,0.0922,0.2310,0.1912,0.2660,0.0801,0.3567,0.3069,0.4042,0.0688,0.4122,0.3666,0.4611,0.0562,0.3696,0.3248,0.4127,0.0572,0.3213,0.2714,0.3727,0.0784,260.9078,251.3202,270.8562,0.0187,243.3288,232.7814,253.8462,0.0216
C45045,0.3866,0.3287,0.4399,0.0711,0.1966,0.1604,0.2279,0.0861,0.3195,0.2728,0.3642,0.0702,0.4839,0.4438,0.5304,0.0449,0.2974,0.2605,0.3390,0.0665,0.3159,0.2666,0.3636,0.0739,269.2321,259.6881,278.4509,0.0176,254.9298,244.7993,265.2971,0.0200
C45047,0.2647,0.2088,0.3238,0.1058,0.2724,0.2318,0.3100,0.0701,0.3660,0.3148,0.4141,0.0678,0.3616,0.3162,0.4112,0.0653,0.4224,0.3805,0.4678,0.0496,0.3129,0.2581,0.3635,0.0818,255.2133,245.7546,264.6912,0.0187,236.0349,226.0930,246.3265,0.0221
C45049,0.1136,0.0508,0.1837,0.2896,0.3283,0.2770,0.3784,0.0791,0.4542,0.3854,0.5239,0.0762,0.2175,0.1575,0.2800,0.1446,0.5184,0.4560,0.5712,0.0557,0.3680,0.3043,0.4372,0.0888,240.1331,229.1955,250.8904,0.0226,218.8206,207.4560,229.9515,0.0265
C45051,0.2998,0.2304,0.3638,0.1108,0.1920,0.1440,0.2344,0.1168,0.3866,0.3263,0.4448,0.0779,0.4214,0.3667,0.4815,0.0682,0.3183,0.2693,0.3709,0.0797,0.3818,0.3208,0.4430,0.0785,262.2401,252.3392,272.3368,0.0192,245.1718,234.1730,256.3480,0.0225
C45053,0.1483,0.0858,0.2148,0.2096,0.3473,0.2989,0.3909,0.0655,0.4076,0.3494,0.4657,0.0716,0.2450,0.1936,0.2995,0.1100,0.5276,0.4738,0.5753,0.0472,0.3241,0.2653,0.3865,0.0919,239.6061,229.7112,249.5069,0.0209,218.2304,207.1360,229.4921,0.0256
C45055,0.2610,0.2063,0.3185,0.1032,0.2274,0.1927,0.2609,0.0766,0.4004,0.3538,0.4460,0.0578,0.3722,0.3294,0.4184,0.0586,0.3620,0.3218,0.4031,0.0542,0.3770,0.3262,0.4261,0.0633,259.0843,249.6511,268.2393,0.0186,241.8985,232.0162,252.0273,0.0210
C45057,0.3018,0.2462,0.3569,0.0889,0.2224,0.1864,0.2557,0.0761,0.3734,0.3288,0.4174,0.0600,0.4041,0.3618,0.4488,0.0526,0.3450,0.3066,0.3864,0.0569,0.3532,0.3024,0.4020,0.0667,262.0801,252.7131,271.6108,0.0180,246.1768,235.8403,255.8020,0.0207
C45059,0.2390,0.1802,0.2926,0.1203,0.2858,0.2463,0.3220,0.0654,0.3918,0.3430,0.4405,0.0624,0.3224,0.2798,0.3701,0.0701,0.4286,0.3857,0.4737,0.0495,0.3323,0.2817,0.3836,0.0774,251.8974,242.4716,261.3838,0.0191,234.4470,224.3097,244.7433,0.0222
C45061,0.0824,0.0177,0.1621,0.4457,0.3817,0.3260,0.4370,0.0738,0.4452,0.3722,0.5188,0.0833,0.1732,0.1087,0.2370,0.1897,0.5935,0.5294,0.6498,0.0521,0.3241,0.2525,0.3932,0.1068,235.3838,224.3977,246.6472,0.0237,211.7665,199.7076,223.1720,0.0283
C45063,0.3768,0.3208,0.4309,0.0718,0.1726,0.1382,0.2053,0.0973,0.3427,0.2984,0.3872,0.0649,0.4847,0.4424,0.5297,0.0445,0.2726,0.2359,0.3136,0.0726,0.3506,0.3018,0.3984,0.0658,271.1392,261.7762,280.7712,0.0176,256.8664,246.6014,266.9910,0.0197
C45065,0.2418,0.1757,0.3084,0.1349,0.3173,0.2637,0.3660,0.0814,0.3709,0.3074,0.4348,0.0859,0.3118,0.2527,0.3705,0.0954,0.4802,0.4246,0.5339,0.0552,0.2780,0.2145,0.3453,0.1162,248.5524,238.2635,259.2812,0.0213,230.0664,218.6917,241.5253,0.0252
C45067,0.1524,0.0958,0.2180,0.1993,0.3565,0.3093,0.4012,0.0650,0.4053,0.3465,0.4642,0.0733,0.2383,0.1859,0.2945,0.1137,0.5517,0.4956,0.6020,0.0465,0.2959,0.2377,0.3548,0.0968,240.7527,231.0036,250.8754,0.0210,218.5063,207.2778,229.6340,0.0254
C45069,0.0998,0.0382,0.1687,0.3207,0.3890,0.3375,0.4380,0.0656,0.4373,0.3724,0.5015,0.0754,0.1737,0.1181,0.2327,0.1688,0.5833,0.5265,0.6423,0.0483,0.3169,0.2514,0.3826,0.1016,235.1184,224.5741,245.7194,0.0226,213.5909,202.0290,224.9725,0.0268
C45071,0.2114,0.1527,0.2716,0.1347,0.3009,0.2620,0.3387,0.0642,0.4018,0.3511,0.4518,0.0640,0.2973,0.2525,0.3460,0.0797,0.4509,0.4059,0.4963,0.0484,0.3377,0.2847,0.3912,0.0778,248.9282,239.0333,258.6505,0.0200,230.8978,220.3290,241.4056,0.0229
C45073,0.3277,0.2621,0.3838,0.0996,0.2181,0.1781,0.2548,0.0865,0.3623,0.3104,0.4117,0.0700,0.4195,0.3743,0.4718,0.0573,0.3284,0.2892,0.3747,0.0714,0.3439,0.2906,0.3968,0.0790,262.9736,253.4384,272.7460,0.0185,247.9684,237.9081,258.4866,0.0209
C45075,0.2096,0.1515,0.2787,0.1579,0.3058,0.2590,0.3527,0.0771,0.3802,0.3204,0.4389,0.0806,0.3140,0.2575,0.3699,0.0884,0.4928,0.4358,0.5415,0.0537,0.2976,0.2354,0.3569,0.1001,249.9600,239.7343,260.2747,0.0209,227.7929,216.7991,238.7930,0.0245
C45077,0.3517,0.2842,0.4070,0.0934,0.2080,0.1677,0.2444,0.0897,0.3519,0.3023,0.4014,0.0711,0.4401,0.3955,0.4889,0.0535,0.3118,0.2729,0.3617,0.0787,0.3365,0.2803,0.3898,0.0811,265.7794,255.9776,275.7712,0.0186,251.5483,241.3231,261.9854,0.0206
C45079,0.3791,0.3251,0.4385,0.0739,0.2134,0.1727,0.2517,0.0912,0.3028,0.2540,0.3530,0.0829,0.4838,0.4378,0.5314,0.0489,0.3481,0.3024,0.3900,0.0606,0.2729,0.2206,0.3253,0.0949,267.8835,258.1616,277.5426,0.0182,250.0060,239.7725,260.3690,0.0211
